38,45.19,53.74,63.908,76,90.38,107.48,127.82,152,180.76,214.96,255.63,304,361.52,429.92,511.27,608,723.04,859.84,1022.5,1216,1446.1,1719.7,2045.1,2432,2892.2,3439.4,4090.1,4864,5784.3,6878.7,8180.2,9728,11569,13757,16360,19456
24000,24430,24116,24034,24000,24430,24116,24034,24000,24164,24116,24034,24000,24031,24004,24034,24000,24031,24004,24034,24000,24031,24004,24011,24000,24015,24004,24011,24000,24007,24004,24005,24000,24002,24000,24002,24000
